class_name;project_name;class_id;class_path;sonar_td_minutes;squore_td_minutes;cast_td_minutes;commits_count;code_churn_avg;contributors_count;contributors_experience;hunks_count;issue_tracker_issues;cbo;wmc;dit;rfc;lcom;total_methods;max_nested_blocks;total_variables;total_refactorings;duplicated_lines;comment_lines;ncloc;high-TD
DemoJobHandler.java;xxl-job;AW-Z3VGXrInABnR0cIWs;xxl-job-executor-samples/xxl-job-executor-sample-jfinal/src/main/java/com/xuxueli/executor/sample/jfinal/jobhandler/DemoJobHandler.java;0;10;452.7;4;8;1;100;1;10;3;2;2;2;0;1;1;1;4;0;10;16;0
ExecutorBiz.java;xxl-job;AW-Z3VGdrInABnR0cIY2;xxl-job-core/src/main/java/com/xxl/job/core/biz/ExecutorBiz.java;0;0;291;5;10;3;83.05;1;20;3;5;1;0;10;5;0;0;7;0;30;11;0
ExecutorBlockStrategyEnum.java;xxl-job;AW-Z3VGdrInABnR0cIYw;xxl-job-core/src/main/java/com/xxl/job/core/enums/ExecutorBlockStrategyEnum.java;0;10;320.1;2;18;2;72.09;2.5;0;1;7;1;3;0;4;3;1;0;0;4;26;0
ExecutorRouter.java;xxl-job;AW-Z3VGarInABnR0cIXl;xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/ExecutorRouter.java;0;7.5;270;12;2;2;59.38;2;4;4;1;1;1;0;1;0;1;9;0;9;10;0
GlueJobHandler.java;xxl-job;AW-Z3VGcrInABnR0cIYe;xxl-job-core/src/main/java/com/xxl/job/core/handler/impl/GlueJobHandler.java;0;0;590.1;11;3;2;94.19;2;2;3;3;2;2;0;3;0;2;24;0;5;20;0
GlueTypeEnum.java;xxl-job;AW-Z3VGcrInABnR0cIYn;xxl-job-core/src/main/java/com/xxl/job/core/glue/GlueTypeEnum.java;0;10;640.2;8;7;5;57.83;1;0;1;8;1;3;7;6;2;4;0;0;3;40;0
HandleCallbackParam.java;xxl-job;AW-Z3VGdrInABnR0cIZC;xxl-job-core/src/main/java/com/xxl/job/core/biz/model/HandleCallbackParam.java;0;0;611.1;6;9;3;82.03;4.5;7;1;9;1;0;4;9;0;4;25;0;3;40;0
IndexController.java;xxl-job;AW-Z3VGWrInABnR0cIWS;xxl-job-executor-samples/xxl-job-executor-sample-jboot/src/main/java/com/xuxueli/executor/sample/jboot/controller/IndexController.java;0;0;481.8;2;7;2;75;1.5;1;2;1;2;1;0;1;0;0;0;0;0;9;0
IndexController.java;xxl-job;AW-Z3VGYrInABnR0cIWz;xxl-job-executor-samples/xxl-job-executor-sample-jfinal/src/main/java/com/xuxueli/executor/sample/jfinal/controller/IndexController.java;0;0;452.7;2;6;1;100;1;1;1;1;2;1;0;1;0;0;0;0;0;7;0
IndexModule.java;xxl-job;AW-Z3VGXrInABnR0cIWq;xxl-job-executor-samples/xxl-job-executor-sample-nutz/src/main/java/com/xuxueli/executor/sample/nutz/module/IndexModule.java;0;0;510.9;2;8;2;56.25;2;0;3;1;1;0;0;1;0;0;0;0;0;12;0
JbootApp.java;xxl-job;AW-Z3VGWrInABnR0cIWQ;xxl-job-executor-samples/xxl-job-executor-sample-jboot/src/main/java/com/xuxueli/executor/sample/jboot/JbootApp.java;0;0;423.6;2;6;2;77.78;1.5;0;0;1;1;1;0;1;0;0;1;0;3;7;0
JbootConfig.java;xxl-job;AW-Z3VGWrInABnR0cIWU;xxl-job-executor-samples/xxl-job-executor-sample-jboot/src/main/java/com/xuxueli/executor/sample/jboot/config/JbootConfig.java;0;7.5;502.8;2;32;2;94.44;1.5;0;8;6;2;19;4;4;1;2;0;0;5;48;0
LogResult.java;xxl-job;AW-Z3VGdrInABnR0cIZB;xxl-job-core/src/main/java/com/xxl/job/core/biz/model/LogResult.java;0;0;698.4;2;27;1;100;1;0;0;9;1;0;12;9;0;5;0;0;3;39;0
MainModule.java;xxl-job;AW-Z3VGXrInABnR0cIWo;xxl-job-executor-samples/xxl-job-executor-sample-nutz/src/main/java/com/xuxueli/executor/sample/nutz/MainModule.java;0;0;336.3;2;12;2;50.94;4;0;9;0;1;0;0;0;0;0;0;0;5;15;0
RegistryConfig.java;xxl-job;AW-Z3VGdrInABnR0cIYx;xxl-job-core/src/main/java/com/xxl/job/core/enums/RegistryConfig.java;0;7.5;145.5;1;13;1;100;1;2;0;0;1;0;0;0;0;2;1;0;3;6;0
TriggerParam.java;xxl-job;AW-Z3VGerInABnR0cIZD;xxl-job-core/src/main/java/com/xxl/job/core/biz/model/TriggerParam.java;0;7.5;1833.3;15;10;5;76.5;3;12;0;25;1;0;228;25;0;13;28;0;3;106;0
WebMvcConfig.java;xxl-job;AW-Z3VGbrInABnR0cIYR;xxl-job-admin/src/main/java/com/xxl/job/admin/controller/interceptor/WebMvcConfig.java;0;0;510.9;1;29;1;100;1;0;5;1;2;3;0;1;0;2;0;0;5;18;0
XxlJobAdminApplication.java;xxl-job;AW-Z3VGZrInABnR0cIXU;xxl-job-admin/src/main/java/com/xxl/job/admin/XxlJobAdminApplication.java;0;0;394.5;1;16;1;100;1;7;2;1;1;1;0;1;0;0;0;0;3;9;0
XxlJobConfig.java;xxl-job;AW-Z3VGWrInABnR0cIWJ;xxl-job-executor-samples/xxl-job-executor-sample-springboot/src/main/java/com/xxl/job/executor/core/config/XxlJobConfig.java;0;7.5;1042.8;12;6;2;91.67;1;6;7;1;1;9;0;1;0;9;24;0;21;38;0
XxlJobException.java;xxl-job;AW-Z3VGZrInABnR0cIXe;xxl-job-admin/src/main/java/com/xxl/job/admin/core/exception/XxlJobException.java;0;0;423.6;1;14;1;100;1;1;0;2;4;0;1;2;0;0;0;0;3;8;0
XxlJobExecutorApplication.java;xxl-job;AW-Z3VGWrInABnR0cIWD;xxl-job-executor-samples/xxl-job-executor-sample-springboot/src/main/java/com/xxl/job/executor/XxlJobExecutorApplication.java;0;0;394.5;4;4;2;65;1;0;2;1;1;1;0;1;0;0;1;0;3;9;0
XxlJobGroupDao.java;xxl-job;AW-Z3VGZrInABnR0cIXM;xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobGroupDao.java;0;0;523.8;8;3;3;58;1.5;2;3;6;1;0;15;6;0;0;10;0;3;14;0
XxlJobInfoDao.java;xxl-job;AW-Z3VGZrInABnR0cIXS;xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobInfoDao.java;0;0;843.9;8;6;2;96.83;1.5;1;3;10;1;0;45;10;0;0;29;0;4;30;0
XxlJobLog.java;xxl-job;AW-Z3VGbrInABnR0cIYB;xxl-job-admin/src/main/java/com/xxl/job/admin/core/model/XxlJobLog.java;0;15;2489.7;22;7;3;51.19;2;1;0;30;1;0;405;30;0;15;53;0;9;109;0
XxlJobLogDao.java;xxl-job;AW-Z3VGZrInABnR0cIXR;xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobLogDao.java;0;0;1047.6;8;8;2;91.11;1;2;3;12;1;0;66;12;0;0;56;0;5;41;0
XxlJobLogGlueDao.java;xxl-job;AW-Z3VGZrInABnR0cIXN;xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobLogGlueDao.java;0;0;349.2;2;12;1;100;1.5;0;3;4;1;0;6;4;0;0;12;0;4;12;0
XxlJobLogReport.java;xxl-job;AW-Z3VGbrInABnR0cIYA;xxl-job-admin/src/main/java/com/xxl/job/admin/core/model/XxlJobLogReport.java;0;0;785.7;1;54;1;100;1;0;0;10;1;0;35;10;0;5;0;0;0;39;0
XxlJobLogReportDao.java;xxl-job;AW-Z3VGZrInABnR0cIXP;xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobLogReportDao.java;0;0;320.1;1;26;1;100;1;0;3;4;1;0;6;4;0;0;0;0;4;14;0
XxlJobRegistryDao.java;xxl-job;AW-Z3VGZrInABnR0cIXQ;xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobRegistryDao.java;0;0;552.9;6;6;2;96;1;6;3;6;1;0;15;6;0;0;22;0;3;25;0
XxlJobService.java;xxl-job;AW-Z3VGYrInABnR0cIXH;xxl-job-admin/src/main/java/com/xxl/job/admin/service/XxlJobService.java;0;0;436.5;26;3;2;59.01;2;2;2;8;1;0;28;8;0;0;23;0;58;15;0
XxlJobUser.java;xxl-job;AW-Z3VGbrInABnR0cIYC;xxl-job-admin/src/main/java/com/xxl/job/admin/core/model/XxlJobUser.java;0;30;843.9;2;36;1;100;1.5;0;0;15;1;4;37;11;4;5;0;0;4;53;0
XxlJobUserDao.java;xxl-job;AW-Z3VGZrInABnR0cIXO;xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobUserDao.java;0;0;523.8;2;16;1;100;1.5;0;3;6;1;0;15;6;0;0;0;0;3;20;0
URI.java;zaproxy;AXAqIe4trInABnR0cyRG;zap/src/main/java/org/apache/commons/httpclient/URI.java;864;900;6963.3;4;999;1;100;2;60;6;453;4;76;5639;115;4;178;1;0;1886;1642;1
Constant.java;zaproxy;AXAqIe5erInABnR0cyir;zap/src/main/java/org/parosproxy/paros/Constant.java;825;282;10492.5;134;11;14;74.55;3;21;10;197;1;151;1864;64;6;207;27;0;350;988;1
CommandLine.java;zaproxy;AXAqIe5erInABnR0cyis;zap/src/main/java/org/parosproxy/paros/CommandLine.java;699;240;6182.4;45;15;8;56.54;4;14;8;106;1;60;373;31;5;66;1;0;155;403;1
CoreAPI.java;zaproxy;AXAqIe48rInABnR0cyWh;zap/src/main/java/org/zaproxy/zap/extension/api/CoreAPI.java;628;660;13732.5;146;13;18;68.9;3;13;75;255;2;261;378;32;5;244;1;138;81;1661;1
ExtensionAutoUpdate.java;zaproxy;AXAqIe5QrInABnR0cydX;zap/src/main/java/org/zaproxy/zap/extension/autoupdate/ExtensionAutoUpdate.java;602;1080;20743.2;120;18;8;53.11;2;24;63;343;2;284;2506;76;6;164;117;36;136;1852;1
Base64.java;zaproxy;AXAqIe5crInABnR0cyhy;zap/src/main/java/org/parosproxy/paros/extension/encoder/Base64.java;570;540;12538.2;13;160;7;82.56;3;12;6;147;5;47;242;28;5;93;1;159;866;903;1
ZapNTLMEngineImpl.java;zaproxy;AXAqIe5RrInABnR0cyd9;zap/src/main/java/org/zaproxy/zap/network/ZapNTLMEngineImpl.java;554;400;17557.8;3;706;1;100;1;0;9;60;4;36;652;37;2;93;1;0;454;1416;1
ParosTableHistory.java;zaproxy;AXAqIe5jrInABnR0cykO;zap/src/main/java/org/parosproxy/paros/db/paros/ParosTableHistory.java;508;289;7707;15;75;8;76.29;4;8;19;110;2;82;318;29;5;72;1;341;207;819;1
ActiveScanAPI.java;zaproxy;AXAqIe5FrInABnR0cyZj;zap/src/main/java/org/zaproxy/zap/extension/ascan/ActiveScanAPI.java;500;412;12256.5;79;18;11;56.91;3;11;45;205;4;188;285;27;6;150;1;11;54;1255;1
ScriptBasedAuthenticationMethodType.java;zaproxy;AXAqIe5YrInABnR0cygR;zap/src/main/java/org/zaproxy/zap/authentication/ScriptBasedAuthenticationMethodType.java;455;300;9867;34;29;6;70.58;2;5;30;41;13;45;221;22;3;23;1;76;96;761;1
Model.java;zaproxy;AXAqIe5krInABnR0cykk;zap/src/main/java/org/parosproxy/paros/model/Model.java;454;135;4187.4;40;15;5;68.16;3;70;17;74;1;58;432;32;3;44;1;74;202;312;1
ScriptBasedSessionManagementMethodType.java;zaproxy;AXAqIe5SrInABnR0cyeT;zap/src/main/java/org/zaproxy/zap/session/ScriptBasedSessionManagementMethodType.java;431;182;10070.7;2;380;1;100;1;0;26;32;15;35;114;16;3;21;0;76;55;599;1
PostBasedAuthenticationMethodType.java;zaproxy;AXAqIe5YrInABnR0cygK;zap/src/main/java/org/zaproxy/zap/authentication/PostBasedAuthenticationMethodType.java;423;540;10070.7;16;98;5;87.32;2.5;0;23;37;13;25;200;21;1;33;25;0;215;1054;1
API.java;zaproxy;AXAqIe48rInABnR0cyWN;zap/src/main/java/org/zaproxy/zap/extension/api/API.java;413;480;5356.2;91;13;7;64.89;2;568;33;191;1;180;493;38;7;81;1;0;249;833;1
Session.java;zaproxy;AXAqIe5krInABnR0cyki;zap/src/main/java/org/parosproxy/paros/model/Session.java;404;480;14216.1;94;18;10;75.71;3;407;39;228;1;226;3207;91;5;94;7;0;413;1117;1
SqlTableHistory.java;zaproxy;AXAqIe5UrInABnR0cye0;zap/src/main/java/org/zaproxy/zap/db/sql/SqlTableHistory.java;398;362;8180.7;13;71;6;76.04;3;1;22;104;2;82;299;27;5;72;1;341;132;708;1
ExtensionPopupMenu.java;zaproxy;AXAqIe5BrInABnR0cyX_;zap/src/main/java/org/zaproxy/zap/extension/ExtensionPopupMenu.java;395;55;2051.7;22;15;3;93.65;2;5;7;35;7;31;118;16;5;17;1;0;155;146;0
SpiderGitParser.java;zaproxy;AXAqIe4vrInABnR0cyRs;zap/src/main/java/org/zaproxy/zap/spider/parser/SpiderGitParser.java;390;107;1511.7;7;51;4;76.16;3;0;8;45;2;22;1;3;5;45;1;0;69;247;0
SplashScreen.java;zaproxy;AXAqIe4xrInABnR0cySl;zap/src/main/java/org/zaproxy/zap/view/SplashScreen.java;385;130;5117.1;22;20;4;40.65;2.5;0;11;34;10;75;81;14;3;24;1;0;41;290;1
OptionsViewPanel.java;zaproxy;AXAqIe5crInABnR0cyh9;zap/src/main/java/org/parosproxy/paros/extension/option/OptionsViewPanel.java;367;84;7396.5;50;17;11;59.97;6;0;13;77;11;132;433;31;2;65;3;0;49;713;0
AbstractFrame.java;zaproxy;AXAqIe5arInABnR0cyhK;zap/src/main/java/org/parosproxy/paros/view/AbstractFrame.java;355;42.5;3052.5;22;17;7;73.43;2;3;6;49;7;36;0;11;3;26;3;0;87;258;0
HttpMethodBase.java;zaproxy;AXAqIe4trInABnR0cyRH;zap/src/main/java/org/apache/commons/httpclient/HttpMethodBase.java;355;406;4404;8;338;3;96.98;1.5;23;30;283;1;179;4086;104;5;121;1;0;1296;1188;1
SSLConnector.java;zaproxy;AXAqIe5erInABnR0cyia;zap/src/main/java/org/parosproxy/paros/network/SSLConnector.java;328;195;8706;32;28;8;74.33;3;31;17;72;1;78;316;29;5;57;2;0;154;624;1
SearchThread.java;zaproxy;AXAqIe5HrInABnR0cyac;zap/src/main/java/org/zaproxy/zap/extension/search/SearchThread.java;327;180;4279.5;31;17;7;67.56;3;3;19;70;2;47;0;10;7;27;1;0;33;443;1
PopupMenuExportMessage.java;zaproxy;AXAqIe5crInABnR0cyht;zap/src/main/java/org/parosproxy/paros/extension/history/PopupMenuExportMessage.java;320;45;1350;19;10;4;71.62;3;0;13;12;6;26;4;4;3;10;1;0;39;134;0
AbstractPlugin.java;zaproxy;AXAqIe5grInABnR0cyjL;zap/src/main/java/org/parosproxy/paros/core/scanner/AbstractPlugin.java;317;215;10761;77;18;11;61.07;3;33;25;119;2;129;2303;74;3;45;31;96;386;798;1
AddOn.java;zaproxy;AXAqIe5TrInABnR0cyeZ;zap/src/main/java/org/zaproxy/zap/control/AddOn.java;317;840;12167.4;52;48;5;94.97;3;77;28;258;6;161;5544;112;4;91;53;0;962;1266;1
SiteMapTreeCellRenderer.java;zaproxy;AXAqIe4yrInABnR0cyS3;zap/src/main/java/org/zaproxy/zap/view/SiteMapTreeCellRenderer.java;315;90;1582.8;31;7;4;43.39;3;1;9;27;6;30;4;4;5;19;1;0;34;160;0
OptionsCertificatePanel.java;zaproxy;AXAqIe5crInABnR0cyh0;zap/src/main/java/org/parosproxy/paros/extension/option/OptionsCertificatePanel.java;313;263;7516.2;46;31;9;75.02;3;4;18;86;6;145;255;30;5;93;1;0;95;1213;1
ZapToggleButton.java;zaproxy;AXAqIe4xrInABnR0cySX;zap/src/main/java/org/zaproxy/zap/view/ZapToggleButton.java;302;10;801.9;5;83;1;100;3;2;2;31;6;9;156;20;2;9;1;0;269;113;0
HttpMethodDirector.java;zaproxy;AXAqIe4trInABnR0cyRI;zap/src/main/java/org/apache/commons/httpclient/HttpMethodDirector.java;301;540;4507.5;8;128;2;98.78;2.5;40;27;177;1;126;0;23;6;73;1;0;201;746;1
StandardFieldsDialog.java;zaproxy;AXAqIe4wrInABnR0cySF;zap/src/main/java/org/zaproxy/zap/view/StandardFieldsDialog.java;300;480;14041.5;64;37;6;74.95;3;2;20;250;7;167;5867;118;3;110;1;467;599;1521;1
PopupMenuExportResponse.java;zaproxy;AXAqIe5crInABnR0cyhu;zap/src/main/java/org/parosproxy/paros/extension/history/PopupMenuExportResponse.java;297;27.5;1167.3;17;10;4;61.77;3;0;13;9;6;23;4;4;2;9;1;0;34;108;0
AbstractMessageLocationsPanel.java;zaproxy;AXAqIe40rInABnR0cyTo;zap/src/main/java/org/zaproxy/zap/view/messagelocation/AbstractMessageLocationsPanel.java;296;75;5113.8;4;98;1;100;2;1;21;31;13;40;117;18;2;21;1;0;32;297;0
OptionsSpiderPanel.java;zaproxy;AXAqIe45rInABnR0cyVW;zap/src/main/java/org/zaproxy/zap/extension/spider/OptionsSpiderPanel.java;295;92;6201.9;36;23;7;63.39;5;0;16;46;18;95;276;24;2;34;1;0;99;443;0
ExtensionHook.java;zaproxy;AXAqIe5brInABnR0cyhd;zap/src/main/java/org/parosproxy/paros/extension/ExtensionHook.java;290;65;3632.7;28;18;6;84.47;4;3;20;55;1;21;663;38;1;19;1;0;246;207;0
PopupMenuShowAlert.java;zaproxy;AXAqIe5LrInABnR0cybs;zap/src/main/java/org/zaproxy/zap/extension/alert/PopupMenuShowAlert.java;290;17.5;868.2;13;11;4;56.95;2;0;5;3;6;3;0;2;1;4;1;0;20;35;0
AbstractFormDialog.java;zaproxy;AXAqIe4xrInABnR0cySV;zap/src/main/java/org/zaproxy/zap/view/AbstractFormDialog.java;285;15;2813.1;12;20;3;72.42;2.5;3;3;29;6;40;251;23;1;15;1;0;20;179;0
ExtensionPopupMenuItem.java;zaproxy;AXAqIe5brInABnR0cyhV;zap/src/main/java/org/parosproxy/paros/extension/ExtensionPopupMenuItem.java;285;15;1712.1;23;9;4;79.15;2;7;3;20;6;2;182;20;0;9;1;0;82;85;0
ContextsTreeCellRenderer.java;zaproxy;AXAqIe4yrInABnR0cyS2;zap/src/main/java/org/zaproxy/zap/view/ContextsTreeCellRenderer.java;281;27.5;598.2;6;16;2;60.85;1.5;0;5;10;6;9;1;2;4;7;1;0;21;62;0
AbstractDialog.java;zaproxy;AXAqIe5brInABnR0cyhU;zap/src/main/java/org/parosproxy/paros/extension/AbstractDialog.java;280;15;415.5;22;6;6;71.24;2.5;13;5;9;6;22;15;6;2;4;1;0;58;68;0
ZapMenuItem.java;zaproxy;AXAqIe4yrInABnR0cySz;zap/src/main/java/org/zaproxy/zap/view/ZapMenuItem.java;280;0;357.3;7;26;2;85.42;2;1;1;8;6;4;3;7;1;3;1;0;130;37;0
Kb.java;zaproxy;AXAqIe5frInABnR0cyi1;zap/src/main/java/org/parosproxy/paros/core/scanner/Kb.java;279;120;1500.3;9;26;4;80.5;3;4;3;34;1;20;62;12;2;15;1;0;91;121;0
ManualAuthenticationMethodType.java;zaproxy;AXAqIe5YrInABnR0cygN;zap/src/main/java/org/zaproxy/zap/authentication/ManualAuthenticationMethodType.java;276;125;4625.4;40;12;6;51.31;2.5;3;16;18;8;2;151;18;0;6;1;0;60;370;1
ZapTextArea.java;zaproxy;AXAqIe5WrInABnR0cyfu;zap/src/main/java/org/zaproxy/zap/utils/ZapTextArea.java;275;0;174.6;9;16;3;93.91;2;1;2;9;6;3;24;9;0;2;1;0;95;36;0
ZapTextField.java;zaproxy;AXAqIe5WrInABnR0cyfk;zap/src/main/java/org/zaproxy/zap/utils/ZapTextField.java;275;0;203.7;9;15;3;95.65;2;1;2;8;6;3;16;8;0;2;1;0;86;33;0
AlertTreeCellRenderer.java;zaproxy;AXAqIe5MrInABnR0cyb4;zap/src/main/java/org/zaproxy/zap/extension/alert/AlertTreeCellRenderer.java;270;7.5;569.1;4;21;2;59.12;2;0;5;6;6;9;1;2;3;6;1;0;21;56;0
ContextSelectComboBox.java;zaproxy;AXAqIe40rInABnR0cyTh;zap/src/main/java/org/zaproxy/zap/view/widgets/ContextSelectComboBox.java;270;1;751.8;8;13;2;58.65;1;0;5;4;10;10;3;3;1;5;1;0;41;50;0
TableExportButton.java;zaproxy;AXAqIe5WrInABnR0cyfd;zap/src/main/java/org/zaproxy/zap/utils/TableExportButton.java;270;0;365.4;11;6;3;74.82;3;0;2;3;6;1;1;3;0;2;1;0;42;17;0
