class_name;project_name;class_id;class_path;sonar_td_minutes;squore_td_minutes;cast_td_minutes;commits_count;code_churn_avg;contributors_count;contributors_experience;hunks_count;issue_tracker_issues;cbo;wmc;dit;rfc;lcom;total_methods;max_nested_blocks;total_variables;total_refactorings;duplicated_lines;comment_lines;ncloc;high-TD
HiveQueryExecutorModule.java;azkaban;AW-XIOCSrInABnR0bb3o;az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/HiveQueryExecutorModule.java;20;20;831;1;74;1;100;1;0;5;7;1;9;6;4;1;2;0;0;20;43;0
IndexRedirectServlet.java;azkaban;AW-XIOCOrInABnR0bb2P;azkaban-web-server/src/main/java/azkaban/webapp/servlet/IndexRedirectServlet.java;20;7.5;531.9;8;6;6;41.67;1;0;4;5;4;3;0;3;1;2;1;0;18;27;0
JavaxMailSender.java;azkaban;AW-XIOCrrInABnR0bcBB;azkaban-common/src/main/java/azkaban/utils/JavaxMailSender.java;20;7.5;582;1;50;1;100;1;1;5;6;1;5;0;6;0;3;0;0;3;36;0
JdbcExecutorLoader.java;azkaban;AW-XIOClrInABnR0bb-s;azkaban-common/src/main/java/azkaban/executor/JdbcExecutorLoader.java;20;37.5;8193.3;76;5;22;38.59;3;12;31;56;1;55;1062;56;0;10;144;0;19;313;0
JdbcTriggerImpl.java;azkaban;AW-XIOCirInABnR0bb9l;azkaban-common/src/main/java/azkaban/trigger/JdbcTriggerImpl.java;20;55;2908.5;7;33;2;67.44;1;3;17;19;1;32;0;8;2;24;3;0;21;181;0
Node.java;azkaban;AW-XIOCirInABnR0bb9Y;azkaban-common/src/main/java/azkaban/flow/Node.java;20;30;1862.4;26;14;7;51.82;2.5;34;3;32;1;15;168;24;2;26;4;0;18;148;0
NoopJob.java;azkaban;AW-XIOCprInABnR0bcAI;azkaban-common/src/main/java/azkaban/jobExecutor/NoopJob.java;20;0;611.1;12;10;6;46.53;1;0;3;7;1;0;19;7;0;1;1;0;18;31;0
Pair.java;azkaban;AW-XIOCrrInABnR0bcA7;azkaban-common/src/main/java/azkaban/utils/Pair.java;20;105;619.2;11;14;5;39.8;1;3;3;17;1;4;0;6;2;5;1;0;18;55;0
QuartzJobDescription.java;azkaban;AW-XIOCMrInABnR0bb1d;azkaban-web-server/src/main/java/azkaban/scheduler/QuartzJobDescription.java;20;0;582;3;26;2;79.81;2;0;2;8;1;1;0;7;1;4;3;0;22;45;0
RampPolicy.java;azkaban;AW-XIOCorInABnR0bb_n;azkaban-common/src/main/java/azkaban/ramppolicy/RampPolicy.java;20;0;29.1;1;41;1;100;1;0;2;1;1;0;0;1;0;0;0;0;28;9;0
RunningExecutions.java;azkaban;AW-XIOCmrInABnR0bb-_;azkaban-common/src/main/java/azkaban/executor/RunningExecutions.java;20;0;423.6;2;20;1;100;1;0;4;1;1;0;0;1;0;1;0;0;23;12;0
StreamProviderHDFS.java;azkaban;AW-XIOCbrInABnR0bb7K;az-reportal/src/main/java/azkaban/reportal/util/StreamProviderHDFS.java;20;10;1695.9;1;152;1;100;1;0;7;21;1;18;21;11;2;12;0;0;19;105;0
TriggerInstance.java;azkaban;AW-XIOCMrInABnR0bb1j;azkaban-web-server/src/main/java/azkaban/flowtrigger/TriggerInstance.java;20;125;2111.4;4;47;1;100;1;0;6;39;1;26;114;21;3;12;8;0;17;144;0
TriggerManager.java;azkaban;AW-XIOCXrInABnR0bb5l;azkaban-exec-server/src/main/java/azkaban/execapp/TriggerManager.java;20;0;947.4;8;14;6;50.23;3;11;14;11;1;18;2;5;2;13;8;0;16;79;0
Triple.java;azkaban;AW-XIOCrrInABnR0bcAs;azkaban-common/src/main/java/azkaban/utils/Triple.java;20;135;677.4;9;12;6;44.53;1;0;4;21;1;3;0;6;2;6;1;0;18;64;0
Whitelist.java;azkaban;AW-XIOCTrInABnR0bb4L;az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/javautils/Whitelist.java;20;47.5;677.4;2;62;2;72.62;9;1;6;12;1;17;9;6;3;8;0;0;34;78;0
DatabaseSetup.java;azkaban;AW-XIOCPrInABnR0bb2v;azkaban-db/src/main/java/azkaban/db/DatabaseSetup.java;19;10;1383.9;4;34;2;99.38;2;1;5;9;1;16;2;5;2;19;9;0;25;93;0
InMemoryMetricEmitter.java;azkaban;AW-XIOCjrInABnR0bb-C;azkaban-common/src/main/java/azkaban/metric/inmemoryemitter/InMemoryMetricEmitter.java;19;0;1275.6;15;16;7;53.91;5;0;7;28;1;36;3;10;4;24;50;0;79;142;0
ExecutorFilter.java;azkaban;AW-XIOCnrInABnR0bb_a;azkaban-common/src/main/java/azkaban/executor/selector/ExecutorFilter.java;18;20;1117.2;15;13;5;50.58;4;1;7;14;2;16;13;6;2;7;25;0;68;108;0
ExecutorDao.java;azkaban;AW-XIOCmrInABnR0bb_A;azkaban-common/src/main/java/azkaban/executor/ExecutorDao.java;17;90;2439.6;3;68;2;99.36;1;3;9;24;1;13;0;10;2;11;36;0;21;161;0
ImageFileViewer.java;azkaban;AW-XIOCZrInABnR0bb6U;az-hdfs-viewer/src/main/java/azkaban/viewer/hdfs/ImageFileViewer.java;16;40;860.1;1;118;1;100;1;0;8;13;2;19;2;4;3;14;0;0;21;82;0
PluginUtils.java;azkaban;AW-XIOCVrInABnR0bb4n;az-core/src/main/java/azkaban/utils/PluginUtils.java;16;67;656.4;1;142;1;100;1;0;2;16;1;16;4;5;6;11;0;0;45;83;0
TriggerManagerServlet.java;azkaban;AW-XIOCOrInABnR0bb2V;azkaban-web-server/src/main/java/azkaban/webapp/servlet/TriggerManagerServlet.java;16;17.5;1383.9;9;13;5;51.67;3;0;13;12;4;25;9;6;2;10;1;19;15;87;0
UserUtils.java;azkaban;AW-XIOCorInABnR0bb_v;azkaban-common/src/main/java/azkaban/user/UserUtils.java;16;72;934.5;7;20;5;59.94;3;1;10;18;1;37;3;3;4;16;17;0;23;98;0
ActiveExecutingFlowsDao.java;azkaban;AW-XIOCmrInABnR0bb_G;azkaban-common/src/main/java/azkaban/executor/ActiveExecutingFlowsDao.java;15;10;552.9;2;36;1;100;9;0;5;8;1;3;0;4;1;4;19;0;18;46;0
FlowPreparer.java;azkaban;AW-XIOCXrInABnR0bb5t;azkaban-exec-server/src/main/java/azkaban/execapp/FlowPreparer.java;15;90;1749.3;19;17;8;41.4;9;5;17;22;1;64;19;11;4;33;165;0;76;202;0
JMXHttpServlet.java;azkaban;AW-XIOCXrInABnR0bb5i;azkaban-exec-server/src/main/java/azkaban/execapp/JMXHttpServlet.java;15;17.5;1362.9;19;5;13;34.27;2;0;11;8;2;15;8;5;2;4;64;0;18;54;0
SecurePigWrapper.java;azkaban;AW-XIOCRrInABnR0bb3X;az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/SecurePigWrapper.java;15;22.5;656.4;2;50;2;86.44;2;0;3;1;1;4;0;1;0;5;0;0;18;72;0
StreamProviderLocal.java;azkaban;AW-XIOCcrInABnR0bb7O;az-reportal/src/main/java/azkaban/reportal/util/StreamProviderLocal.java;15;20;1662;1;101;1;100;1;0;1;12;1;9;21;7;1;7;0;0;15;64;0
ExecutionFinalizer.java;azkaban;AW-XIOClrInABnR0bb-h;azkaban-common/src/main/java/azkaban/executor/ExecutionFinalizer.java;14;17.5;320.1;4;26;2;64.26;1;1;11;7;1;16;0;2;3;8;10;0;31;57;0
AvroFileViewer.java;azkaban;AW-XIOCZrInABnR0bb6a;az-hdfs-viewer/src/main/java/azkaban/viewer/hdfs/AvroFileViewer.java;13;47.5;822.9;1;196;1;100;1;0;15;29;2;26;0;5;3;19;0;0;21;152;0
ExecutableFlowBase.java;azkaban;AW-XIOCmrInABnR0bb_P;azkaban-common/src/main/java/azkaban/executor/ExecutableFlowBase.java;13;172;5383.8;21;18;8;46.92;3;1;9;67;2;65;259;27;3;48;7;0;24;295;0
NumExecutionsDao.java;azkaban;AW-XIOClrInABnR0bb-i;azkaban-common/src/main/java/azkaban/executor/NumExecutionsDao.java;13;40;1113.9;1;83;1;100;1;0;8;7;1;2;0;4;1;4;1;0;15;57;0
JobExecutionException.java;azkaban;AW-XIOCqrInABnR0bcAd;azkaban-common/src/main/java/azkaban/jobExecutor/utils/JobExecutionException.java;12;0;415.5;9;8;6;33.04;1;2;0;3;4;0;3;3;0;1;1;0;15;13;0
KafkaDependencyCheck.java;azkaban;AW-XIOCarInABnR0bb6n;az-flow-trigger-dependency-type/kafka-event-trigger/src/main/java/trigger/kafka/KafkaDependencyCheck.java;12;0;552.9;1;103;1;100;1;0;10;9;1;18;3;6;2;9;0;0;22;67;0
PigProcessJob.java;azkaban;AW-XIOCQrInABnR0bb3H;az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/PigProcessJob.java;12;22.5;1653.9;3;68;2;65.32;1;0;11;26;5;35;66;12;2;24;18;0;23;151;0
TriggerInstanceProcessor.java;azkaban;AW-XIOCNrInABnR0bb1r;azkaban-web-server/src/main/java/azkaban/flowtrigger/TriggerInstanceProcessor.java;12;15;1151.1;9;19;3;95.83;2;2;16;13;1;42;6;9;2;15;8;0;31;119;0
SlaOptionDeprecated.java;azkaban;AW-XIOCurInABnR0bcBy;azkaban-common/src/main/java/azkaban/sla/SlaOptionDeprecated.java;11;7.5;1471.2;1;116;1;100;1;0;2;10;1;6;0;10;0;21;17;0;21;69;0
ActiveExecutors.java;azkaban;AW-XIOCmrInABnR0bb_D;azkaban-common/src/main/java/azkaban/executor/ActiveExecutors.java;10;0;407.4;3;24;1;100;2;1;9;5;1;7;0;4;1;5;8;0;29;33;0
AzkabanProcessBuilder.java;azkaban;AW-XIOCqrInABnR0bcAZ;azkaban-common/src/main/java/azkaban/jobExecutor/utils/process/AzkabanProcessBuilder.java;10;27.5;1949.7;14;18;8;26.12;1;1;3;22;1;10;138;20;1;9;15;0;18;98;0
ConnectorParams.java;azkaban;AW-XIOCmrInABnR0bb_B;azkaban-common/src/main/java/azkaban/executor/ConnectorParams.java;10;0;2560.8;29;5;12;41.23;1;0;0;0;1;0;0;0;0;71;5;0;19;74;0
DatabaseTransOperator.java;azkaban;AW-XIOCPrInABnR0bb2u;azkaban-db/src/main/java/azkaban/db/DatabaseTransOperator.java;10;20;494.7;5;23;3;85.71;5;1;6;8;1;5;0;5;1;4;12;0;58;49;0
Emailer.java;azkaban;AW-XIOCrrInABnR0bcA6;azkaban-common/src/main/java/azkaban/utils/Emailer.java;10;50;1974;50;3;19;19.83;3;4;23;25;2;61;34;13;3;38;163;0;30;179;0
EncryptionCLI.java;azkaban;AW-XIOCurInABnR0bcB6;az-crypto/src/main/java/azkaban/crypto/EncryptionCLI.java;10;17.5;378.3;2;42;1;100;0.5;0;9;4;1;19;0;3;1;13;1;0;23;48;0
EventHandler.java;azkaban;AW-XIOCkrInABnR0bb-I;azkaban-common/src/main/java/azkaban/event/EventHandler.java;10;7.5;494.7;14;6;7;47.2;1;1;3;7;1;3;0;5;1;3;3;0;15;28;0
GobblinConstants.java;azkaban;AW-XIOCTrInABnR0bb3-;az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/connectors/gobblin/GobblinConstants.java;10;0;203.7;1;28;1;100;1;0;0;0;1;0;0;0;0;6;0;0;16;9;0
ICrypto.java;azkaban;AW-XIOCurInABnR0bcB5;az-crypto/src/main/java/azkaban/crypto/ICrypto.java;10;0;58.2;2;20;1;100;0.5;0;1;2;1;0;1;2;0;1;1;0;29;6;0
JdbcDependencyManager.java;azkaban;AW-XIOCtrInABnR0bcBe;azkaban-common/src/main/java/azkaban/project/JdbcDependencyManager.java;10;27.5;881.1;1;120;1;100;1;0;7;9;1;32;0;4;1;14;0;0;33;69;0
KafkaDepInstanceCollection.java;azkaban;AW-XIOCarInABnR0bb6k;az-flow-trigger-dependency-type/kafka-event-trigger/src/main/java/trigger/kafka/KafkaDepInstanceCollection.java;10;20;1159.2;1;171;1;100;1;0;3;27;1;27;0;9;4;18;0;0;46;110;0
LocalStorage.java;azkaban;AW-XIOCprInABnR0bb_-;azkaban-common/src/main/java/azkaban/storage/LocalStorage.java;10;10;1404.9;13;11;4;63.04;3;1;11;18;1;27;48;12;1;6;64;0;22;97;0
PatternLayoutEscaped.java;azkaban;AW-XIOCrrInABnR0bcA9;azkaban-common/src/main/java/azkaban/utils/PatternLayoutEscaped.java;10;10;810;4;15;2;75.27;3.5;2;3;8;2;12;6;4;2;3;5;0;12;40;0
ProcessFailureException.java;azkaban;AW-XIOCqrInABnR0bcAa;azkaban-common/src/main/java/azkaban/jobExecutor/utils/process/ProcessFailureException.java;10;0;261.9;12;6;7;24.71;1;4;0;3;4;0;0;3;0;2;4;0;15;15;0
TriggerPlugin.java;azkaban;AW-XIOCPrInABnR0bb2Z;azkaban-web-server/src/main/java/azkaban/webapp/plugin/TriggerPlugin.java;10;0;735.6;9;6;4;68.64;1;1;2;9;1;0;36;9;0;0;1;0;23;14;0
User.java;azkaban;AW-XIOCorInABnR0bb_x;azkaban-common/src/main/java/azkaban/user/User.java;10;70;2460.6;16;16;9;40.97;1;137;2;27;1;8;99;18;2;10;4;0;15;120;0
HiveViaAzkaban.java;azkaban;AW-XIOCTrInABnR0bb4B;az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/azkaban/HiveViaAzkaban.java;9;17.5;465.6;1;70;1;100;1;0;7;7;1;5;0;2;1;6;0;0;22;39;0
Edge.java;azkaban;AW-XIOChrInABnR0bb9S;azkaban-common/src/main/java/azkaban/flow/Edge.java;8;15;1455;14;23;6;51.53;1;2;2;23;1;16;74;17;2;23;4;0;16;109;0
FlowLoaderFactory.java;azkaban;AW-XIOCsrInABnR0bcBQ;azkaban-common/src/main/java/azkaban/project/FlowLoaderFactory.java;8;57.5;810;3;36;1;100;5;0;10;13;1;8;1;3;3;4;52;0;29;66;0
ArchiveUnthinner.java;azkaban;AW-XIOCsrInABnR0bcBT;azkaban-common/src/main/java/azkaban/project/ArchiveUnthinner.java;7;45;1666.8;1;284;1;100;1;0;16;22;1;61;45;11;1;33;0;0;85;163;0
DataSourceUtils.java;azkaban;AW-XIOCqrInABnR0bcAg;azkaban-common/src/main/java/azkaban/database/DataSourceUtils.java;7;65;1998.3;22;8;11;48.29;1;4;6;6;5;9;6;4;1;11;5;0;36;98;0
KafkaDependencyInstanceContext.java;azkaban;AW-XIOCarInABnR0bb6l;az-flow-trigger-dependency-type/kafka-event-trigger/src/main/java/trigger/kafka/KafkaDependencyInstanceContext.java;7;0;523.8;1;67;1;100;1;0;6;5;1;6;0;5;0;6;0;0;18;38;0
TriggerBasedScheduleLoader.java;azkaban;AW-XIOCirInABnR0bb9f;azkaban-common/src/main/java/azkaban/scheduler/TriggerBasedScheduleLoader.java;7;37.5;2248.8;25;9;9;36.19;3;2;15;27;1;67;52;13;2;26;29;0;16;179;0
XmlValidatorManager.java;azkaban;AW-XIOCtrInABnR0bcBq;azkaban-common/src/main/java/azkaban/project/validator/XmlValidatorManager.java;7;42.5;2160;30;8;7;63.21;2.5;5;15;36;1;54;0;8;4;38;28;0;49;181;0
SlaType.java;azkaban;AW-XIOCtrInABnR0bcBx;azkaban-common/src/main/java/azkaban/sla/SlaType.java;6;0;349.2;1;72;1;100;1;0;2;4;1;0;0;4;0;3;0;0;31;32;0
TimeBasedReportingMetric.java;azkaban;AW-XIOCjrInABnR0bb9_;azkaban-common/src/main/java/azkaban/metric/TimeBasedReportingMetric.java;6;7.5;465.6;14;7;5;52.34;3;0;5;10;2;7;13;6;1;5;10;0;41;48;0
WordCount.java;azkaban;AW-XIOCUrInABnR0bb4Q;az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/examples/java/WordCount.java;6;22.5;1778.4;1;133;1;100;1;3;16;3;4;21;0;2;1;6;0;0;16;93;0
AddExternalPartitionHQL.java;azkaban;AW-XIOCTrInABnR0bb36;az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/azkaban/hive/actions/AddExternalPartitionHQL.java;5;10;320.1;1;44;1;100;1;0;1;3;1;0;0;2;0;6;0;0;17;22;0
AzkabanCommonModule.java;azkaban;AW-XIOCkrInABnR0bb-O;azkaban-common/src/main/java/azkaban/AzkabanCommonModule.java;5;57.5;756.6;25;4;7;42.72;3;0;22;11;2;16;3;6;1;7;35;0;21;79;0
AzkabanCommonModuleConfig.java;azkaban;AW-XIOCkrInABnR0bb-R;azkaban-common/src/main/java/azkaban/AzkabanCommonModuleConfig.java;5;0;843.9;7;12;4;44.81;3;0;4;8;1;5;14;8;0;8;15;0;23;48;0
AzkabanCoreModule.java;azkaban;AW-XIOCVrInABnR0bb4s;az-core/src/main/java/azkaban/AzkabanCoreModule.java;5;0;598.2;1;44;1;100;1;0;5;2;2;4;0;2;0;2;0;0;19;19;0
BlockingStatus.java;azkaban;AW-XIOCYrInABnR0bb52;azkaban-exec-server/src/main/java/azkaban/execapp/event/BlockingStatus.java;5;10;918.3;10;9;8;48.46;1;0;2;11;1;4;5;7;3;4;1;0;15;49;0
Countdown.java;azkaban;AW-XIOCbrInABnR0bb7G;az-reportal/src/main/java/azkaban/reportal/util/tableau/Countdown.java;5;0;320.1;1;26;1;100;1;0;0;4;1;2;0;3;0;1;0;0;5;14;0
DBMetrics.java;azkaban;AW-XIOCQrInABnR0bb21;azkaban-db/src/main/java/azkaban/db/DBMetrics.java;5;0;669.3;2;50;1;100;3.5;0;5;8;1;5;14;8;0;7;5;0;39;47;0
Event.java;azkaban;AW-XIOCjrInABnR0bb-F;azkaban-common/src/main/java/azkaban/event/Event.java;5;0;648.3;18;8;8;39.82;1;20;3;6;1;2;0;6;0;4;39;0;24;32;0
ExecJettyServerModule.java;azkaban;AW-XIOCYrInABnR0bb5y;azkaban-exec-server/src/main/java/azkaban/execapp/ExecJettyServerModule.java;5;7.5;947.4;2;39;1;100;1.5;4;15;4;2;13;1;3;1;11;11;0;5;59;0
ExecutionOptions.java;azkaban;AW-XIOCmrInABnR0bb-4;azkaban-common/src/main/java/azkaban/executor/ExecutionOptions.java;5;47.5;3886.5;27;11;11;37.47;2;0;6;39;1;25;433;34;1;41;19;0;25;209;0
ExecutorLogEvent.java;azkaban;AW-XIOCmrInABnR0bb-6;azkaban-common/src/main/java/azkaban/executor/ExecutorLogEvent.java;5;120;843.9;6;17;4;52.36;2;0;1;6;1;0;5;6;0;5;0;0;24;63;0
FlowTriggerExecutionCleaner.java;azkaban;AW-XIOCMrInABnR0bb1p;azkaban-web-server/src/main/java/azkaban/flowtrigger/FlowTriggerExecutionCleaner.java;5;0;291;2;29;1;100;1.5;0;2;3;1;10;0;3;1;4;0;0;21;30;0
GangliaMetricEmitter.java;azkaban;AW-XIOCjrInABnR0bb99;azkaban-common/src/main/java/azkaban/metric/GangliaMetricEmitter.java;5;0;590.1;9;9;5;56.49;3;0;5;7;1;10;4;4;3;6;4;0;27;42;0
HadoopModule.java;azkaban;AW-XIOCkrInABnR0bb-Q;azkaban-common/src/main/java/azkaban/HadoopModule.java;5;60;1683;2;104;2;63.16;5.5;0;16;20;2;24;41;10;2;13;20;0;42;141;0
JmxTriggerManager.java;azkaban;AW-XIOCprInABnR0bcAP;azkaban-common/src/main/java/azkaban/jmx/JmxTriggerManager.java;5;0;764.7;10;7;4;50.79;1.5;2;3;9;1;9;0;9;0;1;1;0;19;41;0
JmxTriggerManagerMBean.java;azkaban;AW-XIOCqrInABnR0bcAV;azkaban-common/src/main/java/azkaban/jmx/JmxTriggerManagerMBean.java;5;0;677.4;8;6;3;61.16;1;0;1;8;1;0;28;8;0;0;1;0;17;19;0
LocalFlowWatcher.java;azkaban;AW-XIOCYrInABnR0bb51;azkaban-exec-server/src/main/java/azkaban/execapp/event/LocalFlowWatcher.java;5;30;955.5;21;5;9;37.38;2;0;6;3;2;8;0;2;1;3;1;0;18;51;0
LocalHadoopStorage.java;azkaban;AW-XIOCorInABnR0bb_8;azkaban-common/src/main/java/azkaban/storage/LocalHadoopStorage.java;5;0;698.4;1;59;1;100;1;0;11;8;2;7;0;5;1;3;0;0;4;43;0
OsMemoryUtil.java;azkaban;AW-XIOCrrInABnR0bcAy;azkaban-common/src/main/java/azkaban/utils/OsMemoryUtil.java;5;50;561;7;18;3;69.26;3;0;3;13;1;17;4;5;4;15;33;0;33;75;0
Page.java;azkaban;AW-XIOCOrInABnR0bb2W;azkaban-web-server/src/main/java/azkaban/webapp/servlet/Page.java;5;7.5;764.7;19;9;10;61.71;1;71;8;10;1;16;1;6;2;10;4;0;30;58;0
RestfulApiClient.java;azkaban;AW-XIOCrrInABnR0bcAt;azkaban-common/src/main/java/azkaban/utils/RestfulApiClient.java;5;30;976.5;5;27;4;43.38;2;1;13;15;1;22;10;5;2;7;5;0;55;68;0
RunningExecutionsUpdaterThread.java;azkaban;AW-XIOClrInABnR0bb-v;azkaban-common/src/main/java/azkaban/executor/RunningExecutionsUpdaterThread.java;5;0;1042.8;1;86;1;100;1;0;5;10;2;9;2;5;3;8;1;0;24;50;0
StorageImplementationType.java;azkaban;AW-XIOCprInABnR0bcAB;azkaban-common/src/main/java/azkaban/storage/StorageImplementationType.java;5;20;291;4;12;3;75;1;0;5;4;1;1;1;3;1;1;0;0;16;22;0
UserManagerResource.java;azkaban;AW-XIOCMrInABnR0bb1b;azkaban-web-server/src/restli/java/azkaban/restli/UserManagerResource.java;5;20;1180.2;16;6;7;47.21;2.5;2;14;7;2;26;10;5;1;12;1;0;17;68;0
WebServerProvider.java;azkaban;AW-XIOCNrInABnR0bb18;azkaban-web-server/src/main/java/azkaban/webapp/WebServerProvider.java;5;0;552.9;4;26;3;79.05;5;4;8;9;1;25;0;4;1;12;63;0;18;70;0
CandidateSelector.java;azkaban;AW-XIOCnrInABnR0bb_e;azkaban-common/src/main/java/azkaban/executor/selector/CandidateSelector.java;4;27.5;349.2;11;9;2;67.34;4;0;6;11;1;9;1;3;3;5;9;0;31;52;0
ExecMetrics.java;azkaban;AW-XIOCYrInABnR0bb5u;azkaban-exec-server/src/main/java/azkaban/execapp/ExecMetrics.java;4;7.5;648.3;10;6;6;37.69;2.5;0;7;4;1;4;0;4;0;7;24;0;22;34;0
QueuedExecutions.java;azkaban;AW-XIOCkrInABnR0bb-Z;azkaban-common/src/main/java/azkaban/executor/QueuedExecutions.java;4;20;814.8;3;59;3;65.26;2;0;7;23;1;22;0;13;1;8;6;0;66;92;0
SimpleAutoRampPolicy.java;azkaban;AW-XIOCnrInABnR0bb_l;azkaban-common/src/main/java/azkaban/ramppolicy/SimpleAutoRampPolicy.java;4;20;1080;1;97;1;100;1;0;7;14;2;14;6;4;2;7;0;0;32;57;0
BsonFileViewer.java;azkaban;AW-XIOCarInABnR0bb6f;az-hdfs-viewer/src/main/java/azkaban/viewer/hdfs/BsonFileViewer.java;2;27.5;868.2;1;113;1;100;1;0;8;9;2;19;3;3;3;9;0;0;31;64;0
CommonMetrics.java;azkaban;AW-XIOCprInABnR0bcAL;azkaban-common/src/main/java/azkaban/metrics/CommonMetrics.java;2;22.5;1878.6;15;11;9;30.51;4;0;7;15;1;8;75;15;0;25;43;0;62;88;0
ExecutableFlowPriorityComparator.java;azkaban;AW-XIOCmrInABnR0bb-9;azkaban-common/src/main/java/azkaban/executor/ExecutableFlowPriorityComparator.java;2;47.5;598.2;5;19;2;71.33;1;0;7;16;1;12;1;2;2;6;0;0;34;56;0
Executor.java;azkaban;AW-XIOClrInABnR0bb-j;azkaban-common/src/main/java/azkaban/executor/Executor.java;2;105;1047.6;14;11;4;57.81;2.5;155;3;28;1;6;20;13;2;9;37;0;34;96;0
ExecutorHealthChecker.java;azkaban;AW-XIOCmrInABnR0bb_C;azkaban-common/src/main/java/azkaban/executor/ExecutorHealthChecker.java;2;25;976.5;2;90;1;100;1;1;16;22;1;53;0;6;4;20;0;0;39;130;0
FlowProps.java;azkaban;AW-XIOChrInABnR0bb9U;azkaban-common/src/main/java/azkaban/flow/FlowProps.java;2;0;698.4;9;16;5;50.68;1;0;2;10;1;5;0;8;1;8;4;0;15;46;0
MultipartParser.java;azkaban;AW-XIOCOrInABnR0bb2U;azkaban-web-server/src/main/java/azkaban/webapp/servlet/MultipartParser.java;2;0;320.1;12;10;6;66.67;1;0;5;5;1;6;0;2;2;4;4;0;15;37;0
ProjectCacheCleaner.java;azkaban;AW-XIOCXrInABnR0bb5q;azkaban-exec-server/src/main/java/azkaban/execapp/ProjectCacheCleaner.java;2;27.5;1283.7;3;71;1;100;5;0;7;21;1;48;4;8;3;21;18;0;48;139;0
ProjectLoader.java;azkaban;AW-XIOCsrInABnR0bcBY;azkaban-common/src/main/java/azkaban/project/ProjectLoader.java;2;0;3462.9;31;9;13;46.43;2;0;9;34;1;0;561;34;0;0;31;0;117;79;0
ProjectLogEvent.java;azkaban;AW-XIOCsrInABnR0bcBV;azkaban-common/src/main/java/azkaban/project/ProjectLogEvent.java;2;260;814.8;13;11;9;36.79;2;0;1;6;1;0;5;6;0;5;1;0;20;83;0
RegexKafkaDependencyMatcher.java;azkaban;AW-XIOCarInABnR0bb6p;az-flow-trigger-dependency-type/kafka-event-trigger/src/main/java/trigger/kafka/RegexKafkaDependencyMatcher.java;2;0;261.9;1;36;1;100;1;0;1;2;1;2;0;2;0;1;0;0;18;13;0
SessionCache.java;azkaban;AW-XIOCnrInABnR0bb_T;azkaban-common/src/main/java/azkaban/server/session/SessionCache.java;2;20;843.9;28;9;14;42.86;2;1;7;16;1;28;0;9;2;13;11;0;56;90;0
SparkJobArg.java;azkaban;AW-XIOCRrInABnR0bb3Z;az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/SparkJobArg.java;2;7.5;407.4;2;29;2;95.16;2;0;0;2;1;0;1;2;0;4;0;0;3;45;0
StorageCleaner.java;azkaban;AW-XIOCorInABnR0bb_7;azkaban-common/src/main/java/azkaban/storage/StorageCleaner.java;2;60;939.3;5;37;4;67.07;2;3;11;23;1;29;0;7;3;18;12;0;52;113;0
ValidationStatus.java;azkaban;AW-XIOCtrInABnR0bcBs;azkaban-common/src/main/java/azkaban/project/validator/ValidationStatus.java;2;0;174.6;4;6;3;76.47;1.5;0;0;2;1;0;0;2;0;1;1;0;4;14;0
Version.java;azkaban;AW-XIOCurInABnR0bcB0;az-crypto/src/main/java/azkaban/crypto/Version.java;2;0;232.8;2;34;1;100;0.5;95;2;6;1;9;2;4;1;5;1;0;22;37;0
HadoopHiveJob.java;azkaban;AW-XIOCRrInABnR0bb3K;az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/HadoopHiveJob.java;1;15;1296.6;6;24;4;54.9;1.5;3;10;15;6;34;43;10;2;10;42;0;25;90;0
PigIoStats.java;azkaban;AW-XIOCSrInABnR0bb3h;az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/pig/PigIoStats.java;1;0;902.1;1;87;1;100;1;0;3;9;1;8;0;9;0;10;0;0;15;58;0
AbstractMailer.java;azkaban;AW-XIOCrrInABnR0bcA-;azkaban-common/src/main/java/azkaban/utils/AbstractMailer.java;0;0;407.4;20;4;12;31.28;1;0;3;4;1;6;0;4;0;6;10;0;18;29;0
AbstractQuartzJob.java;azkaban;AW-XIOCMrInABnR0bb1e;azkaban-web-server/src/main/java/azkaban/scheduler/AbstractQuartzJob.java;0;0;627.3;1;38;1;100;1;0;3;3;1;3;3;3;0;0;0;0;18;14;0
AbstractRampPolicy.java;azkaban;AW-XIOCorInABnR0bb_q;azkaban-common/src/main/java/azkaban/ramppolicy/AbstractRampPolicy.java;0;7.5;481.8;1;34;1;100;1;0;2;1;1;0;0;1;0;2;0;0;18;10;0
